applicant_id,age,marital_status,education,employment_type,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,loan_purpose,monthly_debt_obligations,debt_to_income_ratio,default
APP010154,60,Married,Graduate,Salaried,3.3,120000.0,0.7,0,18.6,3,3,104558.0,60,Auto,2992.0,0.299,1
APP007469,36,Married,Post Graduate,Business Owner,20.6,120000.0,1.9,0,15.6,2,1,71646.0,36,Education,1041.0,0.104,0
APP010245,53,Single,High School,Business Owner,13.6,120000.0,0.6,0,51.5,2,3,76173.0,48,Business,3883.0,0.388,0
APP001668,32,Single,Graduate,Business Owner,1.5,120000.0,7.8,2,46.7,0,2,225175.0,24,Medical,2631.0,0.263,0
APP008102,34,Single,Graduate,Business Owner,1.1,120000.0,0.8,1,43.1,1,0,201888.0,48,Home Improvement,878.0,0.088,0
APP010934,29,Single,Graduate,Salaried,16.4,120000.0,8.5,0,18.6,2,1,155528.0,60,Medical,3067.0,0.307,0
APP011944,28,Single,High School,Self-Employed,6.5,120000.0,7.4,2,21.0,0,1,69206.0,60,Medical,2766.0,0.277,0
APP014375,50,Single,Post Graduate,Self-Employed,3.6,120000.0,4.1,0,62.2,0,0,138465.0,12,Education,2515.0,0.252,0
APP014486,46,Single,Graduate,Salaried,2.6,120000.0,0.6,1,71.0,2,0,50000.0,12,Medical,1130.0,0.113,0
APP001537,26,Single,High School,Self-Employed,9.6,120000.0,18.8,1,43.6,0,1,62809.0,60,Medical,2976.0,0.298,0
APP003916,61,Married,High School,Self-Employed,1.7,120000.0,4.5,0,68.4,0,0,50000.0,48,Business,1993.0,0.199,0
APP006779,38,Single,High School,Business Owner,9.1,120000.0,0.8,0,36.4,1,0,126933.0,24,Education,1707.0,0.171,0
APP001407,38,Divorced,Graduate,Salaried,9.7,120000.0,0.6,1,27.6,0,0,203742.0,36,Business,5395.0,0.54,1
APP000949,55,Married,Graduate,Business Owner,3.5,120000.0,16.1,3,67.5,1,0,247803.0,36,Personal,3304.0,0.33,1
APP001467,63,Divorced,Graduate,Salaried,10.6,120000.0,12.3,0,41.5,4,1,50000.0,36,Business,628.0,0.063,0
APP013041,64,Single,High School,Salaried,2.2,120000.0,0.4,0,9.6,0,0,258228.0,36,Medical,3075.0,0.308,0
APP002394,58,Single,Graduate,Self-Employed,2.5,133127.0,0.0,1,47.3,0,0,159654.0,24,Business,4188.0,0.378,0
APP006850,32,Single,Post Graduate,Salaried,12.0,120000.0,11.2,0,26.2,0,0,88442.0,36,Home Improvement,2650.0,0.265,0
APP009318,51,Married,High School,Salaried,3.7,127626.0,9.8,0,24.8,1,0,103928.0,36,Medical,4939.0,0.464,0
APP008591,35,Married,High School,Salaried,3.6,120000.0,0.4,2,42.3,1,0,190851.0,60,Home Improvement,1758.0,0.176,0
APP001699,42,Single,High School,Self-Employed,24.1,120000.0,6.0,0,23.4,1,0,107663.0,60,Education,1010.0,0.101,0
APP009153,62,Married,Graduate,Self-Employed,4.5,120000.0,0.4,0,42.1,0,0,79274.0,12,Personal,921.0,0.092,0
APP002368,53,Single,Post Graduate,Salaried,1.0,120000.0,0.8,0,17.0,1,0,164917.0,36,Personal,5146.0,0.515,0
APP000916,40,Single,High School,Business Owner,12.1,120000.0,0.4,2,58.8,0,0,61540.0,36,Business,4186.0,0.419,0
APP009118,56,Married,Graduate,Salaried,6.8,120000.0,7.2,2,44.2,1,1,64275.0,60,Home Improvement,1142.0,0.114,0
APP003293,23,Married,Graduate,Self-Employed,1.6,120000.0,15.3,2,47.1,2,1,334589.0,48,Home Improvement,2266.0,0.227,0
APP006296,24,Single,High School,Self-Employed,,120000.0,3.1,0,49.0,1,0,50000.0,36,Personal,711.0,0.071,1
APP003760,51,Married,Graduate,Business Owner,12.3,120000.0,10.5,2,55.9,1,3,54518.0,48,Auto,3004.0,0.3,0
APP010241,39,Single,Graduate,Salaried,0.9,120000.0,4.1,2,67.6,2,1,68256.0,36,Auto,2176.0,0.218,0
APP007753,61,Single,High School,Salaried,2.0,120000.0,0.5,0,84.7,2,2,112191.0,48,Medical,4550.0,0.455,1
APP009599,46,Married,Post Graduate,Self-Employed,0.1,120000.0,14.5,0,65.4,2,2,160659.0,12,Auto,3513.0,0.351,0
APP009126,33,Divorced,High School,Self-Employed,2.7,120000.0,5.7,2,68.9,0,0,130413.0,36,Education,1593.0,0.159,1
APP012737,23,Divorced,Post Graduate,Salaried,25.0,120000.0,5.2,2,23.0,0,1,68555.0,36,Home Improvement,4053.0,0.405,0
APP003394,37,Single,High School,Salaried,2.3,120000.0,0.6,0,75.2,0,1,50000.0,36,Business,3554.0,0.355,0
APP007214,41,Single,Graduate,Salaried,1.9,120000.0,17.5,0,7.9,0,1,80136.0,48,Medical,2814.0,0.281,0
APP009865,58,Married,Graduate,Self-Employed,8.4,120000.0,0.9,0,10.0,2,1,50000.0,24,Medical,3420.0,0.342,0
APP008666,27,Single,Post Graduate,Business Owner,0.3,120000.0,16.4,2,17.4,2,1,74079.0,12,Personal,2653.0,0.265,0
APP000562,55,Single,Graduate,Salaried,10.7,120000.0,7.4,0,66.0,1,0,140632.0,48,Home Improvement,1150.0,0.115,0
APP006552,53,Married,Post Graduate,Salaried,3.3,120000.0,4.0,1,61.6,0,0,55735.0,60,Medical,2425.0,0.242,0
APP006327,43,Married,Graduate,Salaried,9.7,120000.0,8.2,2,63.8,1,0,123956.0,36,Business,4164.0,0.416,0
APP002637,59,Married,High School,Business Owner,0.7,120000.0,2.2,3,43.8,0,0,102104.0,36,Personal,3621.0,0.362,0
APP001498,48,Single,Graduate,Salaried,12.2,120000.0,3.0,2,61.9,1,1,106722.0,36,Medical,3078.0,0.308,0
APP002117,44,Single,Post Graduate,Salaried,,120000.0,2.6,4,,0,1,58279.0,48,Medical,4945.0,0.494,1
APP000063,24,Married,Graduate,Salaried,10.5,120000.0,5.2,3,13.3,1,2,223273.0,12,Education,1123.0,0.112,0
APP003867,47,Single,Graduate,Business Owner,3.3,120000.0,4.2,2,71.0,0,2,145178.0,60,Medical,5220.0,0.522,0
APP002736,48,Single,Post Graduate,Salaried,14.2,120000.0,0.7,2,60.6,0,2,331797.0,36,Personal,1216.0,0.122,0
APP006785,39,Single,High School,Business Owner,4.8,120000.0,4.3,0,30.5,1,1,50000.0,36,Medical,3238.0,0.324,0
APP000252,27,Married,High School,Salaried,9.0,120000.0,7.4,2,50.0,1,1,80575.0,36,Personal,3206.0,0.321,0
APP014333,38,Single,Graduate,Salaried,6.7,120000.0,4.6,0,5.5,2,0,142332.0,24,Medical,3557.0,0.356,0
APP006702,28,Married,High School,Self-Employed,0.4,120000.0,7.1,1,57.4,1,1,50000.0,60,Home Improvement,4404.0,0.44,0
APP006566,25,Married,High School,Salaried,0.8,120000.0,3.6,1,57.4,1,0,77297.0,48,Medical,4981.0,0.498,0
APP009541,53,Married,High School,Self-Employed,1.9,120000.0,0.4,0,76.7,5,1,64525.0,24,Home Improvement,3181.0,0.318,0
APP007840,62,Single,Post Graduate,Self-Employed,10.9,120000.0,9.0,1,69.1,0,1,61860.0,60,Home Improvement,5408.0,0.541,0
APP008343,43,Single,Post Graduate,Salaried,1.4,120000.0,0.1,0,30.9,2,2,261617.0,36,Medical,4772.0,0.477,0
APP013003,59,Single,Graduate,Business Owner,7.7,120000.0,1.0,0,58.0,1,0,90158.0,36,Auto,3395.0,0.34,0
APP008870,43,Married,Post Graduate,Salaried,3.9,120000.0,4.2,1,25.6,1,0,137331.0,48,Medical,653.0,0.065,0
APP005549,46,Divorced,Graduate,Self-Employed,1.9,120000.0,8.4,1,44.0,1,0,73559.0,36,Business,862.0,0.086,0
APP013052,29,Single,Post Graduate,Business Owner,2.8,120000.0,3.4,0,36.1,3,2,101848.0,24,Business,3211.0,0.321,0
APP012592,56,Married,Graduate,Salaried,1.3,120000.0,0.3,0,40.3,1,0,73430.0,12,Personal,3300.0,0.33,0
APP013467,49,Married,High School,Salaried,1.8,120000.0,3.6,1,18.2,3,2,78673.0,36,Medical,4211.0,0.421,1
APP009586,39,Single,Post Graduate,Salaried,1.4,120000.0,6.8,0,76.8,1,0,94279.0,36,Business,3458.0,0.346,0
APP014530,21,Single,Graduate,Salaried,2.8,120000.0,8.1,0,8.9,3,1,428949.0,12,Personal,3427.0,0.343,0
APP009429,34,Married,Graduate,Self-Employed,2.9,120000.0,5.6,2,28.6,3,1,339987.0,48,Business,3124.0,0.312,0
APP004703,35,Single,Post Graduate,Business Owner,8.6,130107.0,9.0,3,62.7,1,2,103696.0,24,Business,638.0,0.059,0
APP006379,36,Married,Post Graduate,Salaried,0.2,120000.0,2.0,0,33.9,2,0,170047.0,12,Home Improvement,2472.0,0.247,0
APP004224,29,Married,Post Graduate,Business Owner,4.4,127748.0,3.7,0,51.6,0,0,192758.0,24,Medical,2536.0,0.238,0
APP012497,58,Single,Graduate,Business Owner,8.8,120000.0,3.1,0,51.0,0,2,153474.0,36,Education,1683.0,0.168,0
APP008722,37,Single,Post Graduate,Self-Employed,3.2,120000.0,15.2,1,73.4,1,2,50000.0,36,Education,5431.0,0.543,0
APP012486,44,Divorced,Graduate,Business Owner,11.5,120000.0,9.7,0,35.8,0,0,53363.0,48,Personal,833.0,0.083,0
APP004753,29,Married,Graduate,Salaried,6.1,120000.0,1.6,0,83.4,0,2,123793.0,48,Medical,2985.0,0.298,0
APP005138,48,Married,Graduate,Self-Employed,1.4,120000.0,5.0,1,13.4,0,2,58165.0,48,Personal,4538.0,0.454,0
APP010859,32,Divorced,Graduate,Salaried,10.9,120000.0,8.1,1,55.8,1,1,59955.0,48,Medical,5023.0,0.502,0
APP013048,55,Married,Graduate,Salaried,1.1,120000.0,0.5,0,19.1,0,0,69120.0,12,Auto,4858.0,0.486,0
APP002156,27,Married,Graduate,Salaried,1.1,120000.0,13.0,0,25.1,0,0,204897.0,60,Medical,1037.0,0.104,0
APP014639,59,Married,Graduate,Self-Employed,5.5,120000.0,6.5,2,17.3,2,0,195031.0,60,Education,4258.0,0.426,0
APP011048,25,Married,High School,Self-Employed,2.7,120000.0,0.4,0,38.8,1,1,80912.0,48,Personal,1276.0,0.128,0
APP011239,37,Married,High School,Business Owner,6.8,120000.0,0.4,3,61.5,1,2,93580.0,36,Personal,4352.0,0.435,1
APP010831,33,Single,High School,Salaried,3.7,120000.0,0.2,0,40.1,0,1,73957.0,48,Personal,1865.0,0.186,0
APP011568,35,Single,High School,Salaried,20.3,120000.0,8.9,2,13.5,3,0,81941.0,12,Auto,3227.0,0.323,0
APP007792,38,Single,Graduate,Self-Employed,3.0,120000.0,5.3,0,38.7,6,2,156072.0,12,Education,5362.0,0.536,1
APP009181,59,Married,High School,Salaried,1.0,120000.0,3.8,0,0.5,2,2,103784.0,36,Business,2803.0,0.28,0
APP014252,54,Single,Post Graduate,Self-Employed,0.1,120000.0,1.1,3,56.5,2,1,106329.0,12,Auto,1823.0,0.182,0
APP007104,62,Married,Graduate,Salaried,0.2,120000.0,0.6,1,50.8,0,0,75435.0,12,Home Improvement,4998.0,0.5,1
APP003414,51,Married,Graduate,Self-Employed,10.5,120000.0,9.1,1,12.3,0,2,152489.0,24,Home Improvement,4397.0,0.44,1
APP009546,58,Married,Graduate,Salaried,18.0,120000.0,0.8,0,50.4,1,1,56205.0,60,Personal,4854.0,0.485,0
APP004656,24,Married,Graduate,Salaried,2.1,120000.0,16.7,0,28.6,1,3,186687.0,36,Auto,5459.0,0.546,0
APP012603,27,Single,Graduate,Salaried,17.1,120973.0,6.7,0,23.9,1,1,50000.0,24,Education,4588.0,0.455,0
APP009704,44,Single,High School,Salaried,0.1,120000.0,0.1,1,21.7,4,1,138211.0,24,Home Improvement,833.0,0.083,0
APP013717,31,Divorced,Graduate,Self-Employed,19.3,120000.0,15.4,1,51.9,1,0,50000.0,24,Education,1017.0,0.102,0
APP013491,21,Single,Post Graduate,Salaried,0.5,120000.0,5.6,1,35.7,1,0,218368.0,36,Medical,1243.0,0.124,0
APP008332,42,Married,Graduate,Business Owner,12.7,120000.0,2.3,2,33.6,0,0,217553.0,48,Business,3427.0,0.343,1
APP003991,47,Married,High School,Salaried,14.4,120000.0,3.1,1,25.3,1,0,73327.0,12,Education,2293.0,0.229,0
APP014597,27,Single,Graduate,Salaried,5.9,120000.0,6.2,0,20.7,0,0,88137.0,48,Medical,1465.0,0.146,0
APP005258,59,Married,Post Graduate,Salaried,1.3,120000.0,0.1,2,27.0,1,1,97383.0,36,Medical,1115.0,0.112,0
APP008760,26,Single,Post Graduate,Salaried,19.0,120000.0,0.3,0,49.4,3,1,89770.0,36,Education,974.0,0.097,0
APP002036,48,Single,High School,Self-Employed,1.0,120000.0,0.9,1,54.1,4,0,86410.0,48,Auto,4934.0,0.493,0
APP004984,28,Single,Graduate,Salaried,2.0,120000.0,4.0,0,40.7,1,0,140063.0,36,Personal,2731.0,0.273,0
APP014263,31,Single,Graduate,Salaried,2.0,120000.0,0.6,1,60.5,1,0,219493.0,24,Education,2331.0,0.233,0
APP014522,48,Single,Post Graduate,Salaried,0.5,120000.0,1.1,2,13.1,1,1,73266.0,36,Personal,2788.0,0.279,0
APP001610,46,Single,Graduate,Salaried,4.7,120000.0,12.7,2,40.8,1,0,77536.0,48,Education,1676.0,0.168,0
APP013391,39,Married,Graduate,Business Owner,5.5,120000.0,15.9,0,21.6,1,0,131532.0,36,Home Improvement,1788.0,0.179,0
APP002786,53,Married,Graduate,Salaried,2.1,120000.0,7.3,1,10.8,2,1,171313.0,36,Medical,5145.0,0.514,0
APP011706,41,Single,High School,Business Owner,0.3,120000.0,6.5,1,50.3,3,3,70602.0,60,Personal,5307.0,0.531,0
APP008581,52,Single,Graduate,Self-Employed,6.8,120000.0,2.2,1,64.1,3,1,92270.0,12,Auto,3909.0,0.391,1
APP000806,34,Single,Graduate,Salaried,3.8,120000.0,10.4,2,66.3,1,0,100075.0,36,Medical,4369.0,0.437,0
APP009360,40,Single,Post Graduate,Self-Employed,4.7,120000.0,1.7,1,92.7,1,1,151678.0,36,Personal,5484.0,0.548,0
APP002569,64,Married,Post Graduate,Salaried,6.6,120000.0,0.6,1,57.7,2,0,120154.0,36,Personal,2750.0,0.275,0
APP002709,26,Single,High School,Business Owner,4.1,120000.0,0.7,2,17.7,1,1,99602.0,36,Business,5376.0,0.538,0
APP005423,39,Single,Graduate,Business Owner,1.5,120000.0,1.6,1,43.7,1,1,282449.0,36,Home Improvement,5052.0,0.505,1
APP007993,35,Married,Post Graduate,Self-Employed,11.7,120000.0,16.8,3,77.8,1,0,278545.0,60,Auto,2456.0,0.246,1
APP004516,57,Divorced,High School,Salaried,0.9,120000.0,1.1,1,64.2,1,3,79726.0,36,Auto,3528.0,0.353,1
APP002894,50,Single,Graduate,Salaried,3.1,120000.0,7.9,1,55.1,2,0,123499.0,60,Education,1757.0,0.176,0
APP012226,45,Single,Graduate,Salaried,7.4,120000.0,8.3,0,30.9,1,2,162564.0,24,Medical,5052.0,0.505,0
APP006557,27,Single,Graduate,Salaried,1.6,120000.0,3.0,1,19.6,0,2,418933.0,36,Business,2810.0,0.281,0
APP013154,61,Single,Graduate,Salaried,1.5,125987.0,13.7,1,40.7,2,2,107444.0,12,Education,1706.0,0.162,1
APP010642,63,Married,Graduate,Business Owner,5.0,120000.0,5.9,0,19.8,2,0,97676.0,12,Business,4648.0,0.465,0
APP003821,38,Married,Post Graduate,Salaried,2.2,120000.0,2.1,1,39.9,0,1,119075.0,36,Business,4210.0,0.421,0
APP005906,59,Married,High School,Self-Employed,11.4,120000.0,10.4,2,39.5,0,3,185809.0,12,Auto,2128.0,0.213,0
APP009820,63,Divorced,Graduate,Salaried,2.2,120000.0,0.1,1,8.4,2,0,61806.0,36,Personal,4919.0,0.492,0
APP001724,37,Married,Graduate,Business Owner,1.9,120000.0,1.6,2,49.4,4,3,50000.0,36,Personal,1142.0,0.114,0
APP000124,57,Married,Graduate,Business Owner,3.6,120000.0,4.9,0,33.9,1,2,50000.0,24,Personal,4815.0,0.482,0
APP001546,63,Single,Graduate,Salaried,8.2,120000.0,1.7,0,45.2,0,1,219272.0,36,Business,5098.0,0.51,0
APP007910,51,Married,Post Graduate,Salaried,2.4,120000.0,9.8,1,42.5,1,1,289907.0,36,Business,2755.0,0.276,0
APP005264,58,Single,High School,Self-Employed,5.8,188320.0,4.0,1,14.1,2,1,138690.0,36,Medical,7670.0,0.489,0
APP004675,24,Single,Graduate,Salaried,2.9,120000.0,10.4,2,14.5,0,0,93297.0,48,Personal,4543.0,0.454,0
APP002560,22,Married,Graduate,Self-Employed,0.6,120000.0,9.0,1,19.2,2,0,134755.0,48,Education,2502.0,0.25,0
APP008207,33,Married,Graduate,Self-Employed,6.3,120000.0,0.4,0,36.7,1,0,154372.0,60,Personal,5230.0,0.523,1
APP007703,22,Married,High School,Business Owner,3.5,120000.0,2.0,1,53.0,3,1,117706.0,12,Business,2532.0,0.253,0
APP000779,36,Married,Graduate,Salaried,4.2,120000.0,0.2,0,49.3,0,0,50264.0,60,Medical,820.0,0.082,0
APP008376,55,Single,High School,Salaried,3.2,135134.0,2.0,0,58.7,0,1,74413.0,60,Personal,3441.0,0.306,1
APP013904,58,Divorced,Post Graduate,Salaried,0.0,120000.0,5.6,1,9.9,0,2,143082.0,48,Home Improvement,4836.0,0.484,1
APP006858,40,Married,Graduate,Self-Employed,1.5,120000.0,15.6,1,5.5,0,1,74071.0,60,Education,819.0,0.082,0
APP008124,59,Married,High School,Salaried,2.6,120000.0,2.0,0,38.3,3,2,142305.0,36,Home Improvement,3768.0,0.377,0
APP001111,47,Married,Graduate,Salaried,3.6,120000.0,27.3,1,33.6,1,4,202962.0,24,Education,2100.0,0.21,1
APP002255,56,Married,Post Graduate,Salaried,1.0,120000.0,1.5,3,42.4,3,3,50000.0,60,Personal,1690.0,0.169,1
APP000080,38,Single,High School,Self-Employed,3.1,146689.0,3.7,1,67.2,1,1,50000.0,48,Personal,4154.0,0.34,1
APP002994,35,Married,Post Graduate,Self-Employed,2.8,120000.0,7.8,0,32.6,0,2,132311.0,12,Personal,3219.0,0.322,0
APP001412,22,Married,Graduate,Salaried,8.3,120000.0,0.1,0,51.7,1,1,125892.0,36,Medical,3391.0,0.339,0
APP004077,33,Single,High School,Salaried,8.9,120000.0,8.6,2,16.0,1,1,85169.0,12,Business,3095.0,0.31,1
APP000800,21,Single,Graduate,Salaried,8.4,120000.0,0.8,0,83.5,2,1,93011.0,48,Personal,2057.0,0.206,1
APP003286,58,Single,High School,Salaried,0.5,120000.0,3.1,0,27.8,3,2,53873.0,60,Personal,2484.0,0.248,1
APP006943,39,Single,High School,Salaried,3.7,120000.0,0.5,1,29.0,1,1,81954.0,48,Auto,1215.0,0.122,0
APP013296,47,Single,Graduate,Salaried,3.0,120000.0,6.3,0,26.6,0,1,104128.0,24,Medical,4071.0,0.407,0
APP000375,35,Married,Graduate,Business Owner,14.7,120000.0,4.2,1,48.4,2,0,61313.0,36,Personal,1463.0,0.146,0
APP003216,23,Single,Graduate,Business Owner,0.6,120000.0,8.3,2,39.7,1,4,115909.0,48,Medical,2645.0,0.264,1
APP008466,49,Single,Graduate,Salaried,4.2,120000.0,9.3,0,35.3,1,2,105213.0,60,Auto,1213.0,0.121,0
APP001151,21,Single,Graduate,Salaried,1.0,120000.0,6.2,2,12.6,0,1,142574.0,12,Auto,1752.0,0.175,0
APP004500,63,Married,Post Graduate,Salaried,3.1,120000.0,2.1,1,34.3,1,0,163037.0,24,Education,2952.0,0.295,0
APP007678,28,Single,High School,Self-Employed,2.9,120000.0,8.6,1,44.7,6,2,114693.0,36,Personal,3261.0,0.326,1
APP007141,51,Single,Graduate,Salaried,3.0,120000.0,6.2,1,27.2,2,0,50000.0,60,Personal,2029.0,0.203,0
APP007449,48,Married,Graduate,Salaried,3.1,120000.0,4.4,0,32.0,0,2,344234.0,12,Personal,754.0,0.075,1
APP011684,32,Single,Graduate,Salaried,5.9,120000.0,1.4,0,13.5,0,0,79240.0,12,Business,3176.0,0.318,1
APP006397,29,Married,Post Graduate,Salaried,5.9,120000.0,6.1,1,7.7,0,2,83135.0,60,Auto,755.0,0.076,0
APP002910,51,Married,High School,Self-Employed,1.7,120000.0,2.3,2,22.4,0,2,114292.0,36,Personal,3705.0,0.37,0
APP009464,50,Married,Graduate,Self-Employed,6.1,120000.0,9.5,1,0.6,0,3,95316.0,48,Medical,3208.0,0.321,0
APP002954,43,Single,Graduate,Salaried,16.5,120000.0,7.0,0,24.5,0,1,88203.0,24,Auto,2146.0,0.215,0
APP013711,31,Single,Graduate,Self-Employed,1.0,120000.0,3.0,2,42.1,0,4,255989.0,36,Business,1001.0,0.1,0
APP013401,64,Single,Graduate,Business Owner,3.0,120000.0,4.5,0,33.4,3,2,117085.0,24,Business,4674.0,0.467,0
APP007807,36,Divorced,Graduate,Salaried,4.0,120000.0,5.0,2,23.0,2,2,302701.0,24,Medical,1704.0,0.17,0
APP006687,38,Single,Graduate,Salaried,3.4,120000.0,2.7,0,63.3,2,2,50000.0,60,Auto,2683.0,0.268,0
APP005769,55,Married,Graduate,Salaried,12.4,120000.0,0.8,3,40.0,0,1,68751.0,12,Medical,3890.0,0.389,0
APP012140,39,Single,High School,Salaried,4.3,120000.0,3.3,0,55.0,0,2,50000.0,36,Home Improvement,1542.0,0.154,0
APP008719,57,Married,Post Graduate,Salaried,2.4,120000.0,3.5,0,36.7,0,1,105341.0,12,Home Improvement,4445.0,0.444,0
APP004611,38,Married,High School,Salaried,8.2,120000.0,1.5,0,22.0,0,1,109943.0,36,Business,4228.0,0.423,0
APP005609,26,Single,Graduate,Salaried,16.6,120000.0,0.2,2,31.7,0,1,85826.0,12,Home Improvement,2168.0,0.217,0
APP000442,46,Single,High School,Salaried,0.2,120000.0,1.0,1,22.4,1,0,76748.0,60,Auto,3953.0,0.395,0
APP011665,47,Single,Graduate,Business Owner,1.1,120000.0,4.9,0,48.5,2,3,61485.0,24,Home Improvement,1792.0,0.179,0
APP009208,24,Married,High School,Salaried,1.3,120000.0,4.9,1,28.4,4,1,50731.0,48,Business,818.0,0.082,0
APP009753,64,Married,Graduate,Self-Employed,5.4,120000.0,7.2,1,23.5,0,1,76565.0,36,Business,637.0,0.064,0
APP008266,44,Single,High School,Salaried,0.2,120000.0,2.2,1,85.3,2,3,127849.0,24,Medical,3322.0,0.332,1
APP014190,25,Married,Graduate,Salaried,0.6,120000.0,30.0,0,43.6,1,1,50000.0,36,Auto,3768.0,0.377,0
APP007466,30,Married,Graduate,Salaried,3.4,120000.0,17.0,0,1.2,0,1,66005.0,60,Medical,5188.0,0.519,0
APP004567,50,Married,High School,Salaried,7.5,120000.0,0.3,1,18.7,1,1,97168.0,36,Personal,5304.0,0.53,0
APP012485,47,Single,Post Graduate,Salaried,1.1,120000.0,4.7,1,57.9,0,0,77555.0,12,Education,2742.0,0.274,0
APP000090,29,Single,Graduate,Business Owner,8.0,120000.0,4.8,1,40.9,1,1,69771.0,12,Medical,3510.0,0.351,0
APP001558,30,Single,High School,Salaried,1.0,120000.0,1.7,0,56.2,1,1,90059.0,60,Business,4563.0,0.456,0
APP010018,21,Single,High School,Salaried,14.6,120000.0,0.6,1,44.8,0,0,285408.0,36,Medical,3680.0,0.368,0
APP004565,58,Married,Graduate,Business Owner,1.0,120000.0,3.3,1,18.7,3,3,169273.0,36,Home Improvement,5303.0,0.53,1
APP001011,50,Divorced,High School,Salaried,9.4,159396.0,5.3,1,23.2,1,1,385951.0,12,Business,7007.0,0.528,0
APP011760,39,Single,Graduate,Salaried,7.3,120000.0,0.0,2,16.3,1,1,50000.0,36,Auto,2181.0,0.218,1
APP014253,30,Single,Graduate,Salaried,2.1,120000.0,1.0,1,19.2,0,4,51027.0,36,Auto,5386.0,0.539,0
APP008892,24,Married,High School,Salaried,3.6,120000.0,14.0,0,32.4,1,0,114598.0,36,Business,3214.0,0.321,0
APP007468,60,Divorced,Graduate,Salaried,15.0,120000.0,19.9,2,61.5,2,1,75470.0,12,Personal,3781.0,0.378,0
APP009453,28,Married,Graduate,Salaried,2.7,120000.0,19.6,0,51.9,3,0,470712.0,12,Home Improvement,2856.0,0.286,0
APP008554,26,Married,Graduate,Self-Employed,2.7,120000.0,4.8,3,52.6,0,2,100169.0,24,Home Improvement,2189.0,0.219,0
APP006437,57,Married,Post Graduate,Salaried,7.0,120000.0,0.5,1,25.5,1,2,66775.0,12,Medical,1595.0,0.16,0
APP009461,37,Single,Graduate,Salaried,2.8,120000.0,10.0,0,64.7,0,1,121290.0,48,Medical,1728.0,0.173,0
APP014701,24,Married,Graduate,Business Owner,11.7,120000.0,0.9,1,23.0,0,1,60308.0,24,Medical,1522.0,0.152,0
APP002258,22,Married,Graduate,Salaried,4.1,120000.0,5.1,2,70.9,1,2,167127.0,60,Home Improvement,4364.0,0.436,1
APP006125,45,Married,High School,Salaried,9.5,120000.0,7.1,1,50.8,0,0,75263.0,36,Education,4447.0,0.445,0
APP010083,29,Married,High School,Self-Employed,4.4,120000.0,0.6,1,23.6,3,1,50000.0,36,Home Improvement,2784.0,0.278,0
APP002455,57,Single,Graduate,Self-Employed,0.0,120000.0,8.6,0,53.5,1,0,50000.0,60,Education,4566.0,0.457,0
APP005741,46,Married,Graduate,Salaried,1.4,120000.0,0.3,0,20.3,2,1,90908.0,36,Education,3027.0,0.303,0
APP006885,37,Single,Graduate,Salaried,5.3,120000.0,1.8,1,12.3,0,1,90480.0,60,Home Improvement,3503.0,0.35,0
APP013142,50,Married,High School,Business Owner,0.5,120000.0,3.8,1,50.6,1,1,71070.0,12,Education,1716.0,0.172,0
APP014417,60,Married,Graduate,Salaried,5.5,120000.0,7.5,0,15.7,0,1,50000.0,48,Business,4052.0,0.405,0
APP013305,29,Single,Graduate,Salaried,6.3,120809.0,0.0,0,15.2,1,3,111289.0,60,Medical,5061.0,0.503,0
APP001230,64,Married,Graduate,Business Owner,5.5,120000.0,4.4,0,55.3,0,0,63584.0,24,Auto,1154.0,0.115,0
APP004341,44,Single,High School,Self-Employed,6.8,120000.0,4.0,0,56.4,2,0,69208.0,48,Personal,3904.0,0.39,0
APP008144,48,Single,Post Graduate,Self-Employed,7.9,120000.0,2.9,2,62.3,3,1,107058.0,24,Personal,1740.0,0.174,1
APP005480,51,Divorced,Graduate,Salaried,3.7,120000.0,0.6,2,48.1,1,0,94403.0,48,Auto,4194.0,0.419,1
APP011563,27,Single,Post Graduate,Self-Employed,7.6,120000.0,6.7,0,31.8,2,3,96057.0,36,Medical,2081.0,0.208,0
APP004997,52,Divorced,Graduate,Business Owner,1.6,120000.0,7.6,2,80.5,0,0,112838.0,24,Medical,1475.0,0.148,0
APP007974,53,Married,Post Graduate,Salaried,3.4,120000.0,8.5,1,54.2,0,1,74341.0,48,Home Improvement,2746.0,0.275,0
APP013610,38,Single,Post Graduate,Self-Employed,3.4,120000.0,4.5,0,40.0,2,2,50000.0,36,Personal,3357.0,0.336,0
APP007873,34,Single,Graduate,Self-Employed,0.7,120000.0,3.5,1,23.9,1,0,164859.0,36,Education,2242.0,0.224,1
APP014777,45,Married,Graduate,Salaried,1.1,120000.0,1.7,2,30.0,2,1,124064.0,36,Business,934.0,0.093,1
APP005640,40,Married,Graduate,Salaried,2.3,120000.0,5.0,0,72.7,1,4,64306.0,48,Medical,1199.0,0.12,1
APP005018,37,Single,Graduate,Salaried,4.3,120000.0,8.4,0,71.5,1,1,126842.0,48,Home Improvement,2769.0,0.277,0
APP014148,21,Single,Graduate,Salaried,2.2,120000.0,25.1,0,39.3,1,0,76217.0,24,Medical,2013.0,0.201,0
APP002951,61,Single,Post Graduate,Salaried,6.0,120000.0,5.2,1,35.7,3,1,198810.0,12,Business,502.0,0.05,0
