age,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,monthly_debt_obligations,debt_to_income_ratio,loan_to_income_ratio,estimated_monthly_installment,high_risk_flag,marital_status_Married,marital_status_Single,education_High School,education_Post Graduate,employment_type_Salaried,employment_type_Self-Employed,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Medical,loan_purpose_Personal
41,0.8,120000.0,0.3,1,92.4,1,1,105582.0,48,4829.0,0.483,0.88,2200.0,1,False,True,False,False,True,False,False,False,False,False,True
64,0.2,120000.0,14.3,0,32.1,0,0,112694.0,36,585.0,0.058,0.939,3130.0,0,True,False,False,False,True,False,False,False,False,True,False
26,2.0,120000.0,13.9,2,69.9,0,0,112712.0,12,4779.0,0.478,0.939,9393.0,0,False,True,False,False,True,False,False,False,False,False,False
46,1.2,120000.0,2.4,1,25.3,2,1,98166.0,12,1013.0,0.101,0.818,8180.0,0,False,True,False,False,True,False,False,False,False,False,False
24,5.0,120000.0,2.8,0,43.8,5,1,124077.0,60,1332.0,0.133,1.034,2068.0,0,True,False,False,False,False,False,False,False,True,False,False
64,2.0,120000.0,6.0,1,34.7,3,1,126501.0,36,2161.0,0.216,1.054,3514.0,0,True,False,True,False,False,True,False,False,True,False,False
29,3.8,120000.0,2.0,1,39.7,1,1,69702.0,36,4231.0,0.423,0.581,1936.0,0,False,True,False,False,True,False,True,False,False,False,False
52,13.1,120000.0,1.3,1,57.0,2,1,70194.0,60,3213.0,0.321,0.585,1170.0,0,True,False,False,False,False,True,False,False,False,False,False
58,2.8,120000.0,10.7,1,61.0,0,1,99542.0,48,5013.0,0.501,0.83,2074.0,1,True,False,False,True,False,True,True,False,False,False,False
48,3.9,120000.0,1.0,0,11.4,0,0,211529.0,48,1434.0,0.143,1.763,4407.0,0,False,True,True,False,True,False,False,False,False,False,False
41,17.3,120000.0,7.4,1,24.4,0,3,119655.0,48,2786.0,0.279,0.997,2493.0,0,False,True,False,False,False,True,False,False,False,False,False
58,0.3,120000.0,1.8,0,34.3,0,1,120365.0,48,4151.0,0.415,1.003,2508.0,0,True,False,False,False,False,True,False,False,True,False,False
63,9.8,120000.0,0.8,0,69.9,2,0,265480.0,12,1688.0,0.169,2.212,22123.0,0,False,True,False,True,True,False,False,False,False,False,True
56,3.1,120000.0,30.0,0,32.6,4,0,182540.0,36,4839.0,0.484,1.521,5071.0,0,True,False,False,True,False,False,False,False,True,False,False
35,2.4,120000.0,16.1,2,62.8,2,0,163181.0,48,526.0,0.053,1.36,3400.0,0,False,True,False,False,True,False,False,False,False,False,True
58,7.1,120000.0,3.8,1,67.9,3,2,89702.0,48,2585.0,0.258,0.748,1869.0,0,True,False,True,False,False,True,True,False,False,False,False
56,2.5,120000.0,1.1,0,24.2,0,2,75493.0,24,3622.0,0.362,0.629,3146.0,0,True,False,False,True,False,False,False,False,False,True,False
48,2.8,120000.0,0.6,0,36.4,2,2,50000.0,60,2429.0,0.243,0.417,833.0,0,False,True,True,False,False,True,False,True,False,False,False
47,5.3,120000.0,8.1,2,4.6,1,6,139349.0,60,1597.0,0.16,1.161,2322.0,0,False,True,False,True,True,False,False,False,True,False,False
54,0.1,120000.0,4.1,0,32.6,3,2,152585.0,36,2106.0,0.211,1.272,4238.0,0,False,False,True,False,True,False,True,False,False,False,False
41,5.6,120000.0,12.1,3,20.1,2,0,56456.0,60,4755.0,0.476,0.47,941.0,1,False,True,False,False,True,False,True,False,False,False,False
36,1.9,120000.0,5.4,1,28.0,4,2,107900.0,48,1940.0,0.194,0.899,2248.0,0,False,True,False,False,False,True,True,False,False,False,False
37,5.8,120000.0,0.3,1,64.7,3,1,132905.0,24,2123.0,0.212,1.108,5538.0,0,True,False,False,False,False,True,False,False,False,True,False
44,0.1,120000.0,0.2,0,71.2,3,4,75625.0,24,4310.0,0.431,0.63,3151.0,0,False,True,True,False,True,False,False,False,False,False,True
28,3.5,120000.0,0.4,1,47.2,0,0,69472.0,36,1339.0,0.134,0.579,1930.0,0,False,True,True,False,True,False,False,True,False,False,False
48,0.3,120000.0,20.3,0,52.8,1,0,221550.0,36,2385.0,0.238,1.846,6154.0,0,False,True,False,False,True,False,False,False,False,False,False
47,1.8,123412.0,12.7,1,70.4,0,1,64175.0,48,1336.0,0.13,0.52,1337.0,0,False,True,False,False,False,True,False,False,False,True,False
55,9.2,120000.0,4.4,2,45.4,0,3,62805.0,60,1857.0,0.186,0.523,1047.0,0,True,False,True,False,False,True,True,False,False,False,False
40,3.4,120000.0,1.9,2,17.0,2,2,50000.0,24,1402.0,0.14,0.417,2083.0,0,False,True,True,False,True,False,False,True,False,False,False
42,0.6,120000.0,14.7,1,52.5,1,2,50000.0,36,2532.0,0.253,0.417,1389.0,0,True,False,True,False,False,False,True,False,False,False,False
44,12.0,120000.0,1.4,4,19.6,1,0,163819.0,36,3908.0,0.391,1.365,4551.0,1,True,False,False,False,False,False,False,True,False,False,False
39,6.9,120000.0,0.0,1,43.0,1,0,50000.0,60,3269.0,0.327,0.417,833.0,0,False,True,False,True,True,False,False,False,False,False,False
33,2.8,120000.0,3.1,1,84.2,1,1,182365.0,24,2636.0,0.264,1.52,7599.0,1,True,False,True,False,False,True,True,False,False,False,False
28,2.6,120000.0,7.7,0,25.2,2,0,100272.0,60,2922.0,0.292,0.836,1671.0,0,False,True,False,True,True,False,True,False,False,False,False
46,5.3,120000.0,5.1,1,14.2,3,2,125389.0,60,3313.0,0.331,1.045,2090.0,0,True,False,False,False,True,False,False,False,False,False,True
43,15.8,120000.0,7.7,1,23.4,1,2,495903.0,36,1135.0,0.114,4.133,13775.0,0,True,False,False,True,False,False,False,False,False,False,False
25,0.5,120000.0,13.9,0,7.3,1,0,437645.0,48,3466.0,0.347,3.647,9118.0,0,True,False,False,False,True,False,True,False,False,False,False
30,1.6,120000.0,4.7,1,7.3,3,1,67674.0,48,5028.0,0.503,0.564,1410.0,1,True,False,False,False,False,False,False,False,False,True,False
23,1.0,120000.0,4.5,2,9.3,3,2,62486.0,48,1337.0,0.134,0.521,1302.0,0,True,False,True,False,False,False,False,False,True,False,False
45,1.0,120000.0,14.0,2,55.3,1,1,127535.0,48,3267.0,0.327,1.063,2657.0,0,False,True,False,False,True,False,False,True,False,False,False
48,10.3,120000.0,1.5,0,57.6,0,0,223087.0,36,5445.0,0.544,1.859,6197.0,1,True,False,False,False,False,False,False,True,False,False,False
59,0.9,120000.0,1.7,1,35.1,2,2,66236.0,12,2549.0,0.255,0.552,5520.0,0,False,False,True,False,False,False,True,False,False,False,False
61,12.3,120000.0,11.6,0,30.2,1,1,106232.0,24,811.0,0.081,0.885,4426.0,0,False,False,False,False,True,False,False,False,False,True,False
21,5.4,120000.0,12.6,0,90.0,0,1,291010.0,48,1989.0,0.199,2.425,6063.0,1,True,False,False,True,False,True,False,False,False,True,False
28,2.1,120000.0,1.0,1,36.1,1,0,57826.0,60,935.0,0.094,0.482,964.0,0,False,False,False,True,False,True,False,False,False,False,False
52,1.9,120000.0,7.5,0,32.4,2,0,262834.0,36,5007.0,0.501,2.19,7301.0,1,False,True,False,False,False,True,False,True,False,False,False
23,4.1,120000.0,9.9,3,21.6,0,1,114520.0,48,4940.0,0.494,0.954,2386.0,1,True,False,False,False,True,False,False,True,False,False,False
57,8.6,128166.0,0.3,3,32.3,3,1,171734.0,12,3149.0,0.295,1.34,14311.0,1,False,False,False,True,False,True,False,False,False,True,False
54,31.9,120000.0,1.1,1,12.0,1,0,157115.0,24,2114.0,0.211,1.309,6546.0,0,False,True,True,False,False,True,True,False,False,False,False
58,0.6,120000.0,1.8,1,6.7,1,3,93797.0,36,4117.0,0.412,0.782,2605.0,0,False,False,True,False,False,True,False,False,False,False,True
43,6.3,120000.0,9.8,2,23.9,0,3,84818.0,60,4554.0,0.455,0.707,1414.0,0,True,False,True,False,True,False,False,True,False,False,False
30,4.4,120000.0,6.2,1,41.3,0,2,144955.0,24,789.0,0.079,1.208,6040.0,0,True,False,True,False,True,False,False,False,False,False,True
28,2.1,120000.0,2.2,2,41.2,0,0,341345.0,48,2551.0,0.255,2.845,7111.0,0,False,False,True,False,False,False,False,False,False,False,True
31,11.3,120000.0,5.0,0,60.6,3,1,105182.0,48,1202.0,0.12,0.877,2191.0,0,False,True,False,False,False,False,False,False,False,True,False
42,1.0,120000.0,1.5,2,41.4,3,1,162126.0,36,4599.0,0.46,1.351,4504.0,0,True,False,False,True,True,False,True,False,False,False,False
37,4.7,120000.0,16.1,1,63.8,1,1,60858.0,36,5015.0,0.501,0.507,1690.0,1,True,False,False,False,True,False,False,True,False,False,False
63,3.1,120000.0,0.1,1,41.2,2,1,118343.0,36,5283.0,0.528,0.986,3287.0,1,False,True,False,False,False,False,False,False,False,False,False
27,10.2,120000.0,11.7,1,65.1,0,0,519410.0,36,745.0,0.074,4.328,14428.0,0,True,False,False,False,True,False,False,True,False,False,False
41,12.9,120000.0,1.0,1,30.1,1,2,77335.0,60,3219.0,0.322,0.644,1289.0,0,True,False,False,False,False,True,True,False,False,False,False
40,3.6,127883.0,0.8,2,18.3,1,0,53421.0,60,2491.0,0.234,0.418,890.0,0,False,False,False,False,True,False,False,False,True,False,False
30,3.2,120000.0,12.1,0,33.3,2,0,121180.0,36,4869.0,0.487,1.01,3366.0,0,False,True,True,False,True,False,False,False,False,False,True
24,7.1,120000.0,3.3,1,19.9,0,2,52168.0,36,1287.0,0.129,0.435,1449.0,0,False,True,False,False,False,True,True,False,False,False,False
53,3.4,120000.0,6.3,0,59.0,5,1,143943.0,48,3714.0,0.371,1.2,2999.0,0,True,False,False,False,False,True,False,False,False,False,True
57,2.6,120000.0,12.8,0,36.3,1,1,149788.0,24,764.0,0.076,1.248,6241.0,0,True,False,True,False,True,False,False,False,False,True,False
35,6.7,120000.0,5.1,4,54.6,1,0,63573.0,48,2561.0,0.256,0.53,1324.0,1,True,False,True,False,True,False,False,True,False,False,False
56,0.9,120000.0,12.4,0,37.9,1,0,133031.0,24,1953.0,0.195,1.109,5543.0,0,True,False,False,False,True,False,False,True,False,False,False
41,1.6,120000.0,3.7,0,23.3,0,0,89909.0,36,4766.0,0.477,0.749,2497.0,0,False,True,False,False,True,False,False,False,False,True,False
42,15.5,120000.0,6.8,2,13.2,0,0,160838.0,48,894.0,0.089,1.34,3351.0,0,True,False,True,False,False,True,False,False,False,True,False
51,4.4,120000.0,0.9,1,31.5,4,0,58697.0,60,3260.0,0.326,0.489,978.0,0,True,False,True,False,False,True,False,False,False,False,True
27,0.8,120000.0,15.0,0,38.8,1,1,85219.0,48,2622.0,0.262,0.71,1775.0,0,True,False,False,True,False,False,True,False,False,False,False
44,1.0,120000.0,10.0,2,43.4,3,2,67946.0,60,733.0,0.073,0.566,1132.0,0,True,False,False,False,True,False,False,False,False,True,False
42,1.7,120000.0,1.0,0,65.6,1,0,59288.0,12,3747.0,0.375,0.494,4941.0,0,True,False,False,False,True,False,True,False,False,False,False
44,5.2,120000.0,2.4,0,18.3,1,2,118545.0,12,5253.0,0.525,0.988,9879.0,1,False,True,True,False,False,True,False,False,True,False,False
40,0.8,120000.0,2.9,1,35.2,2,0,62345.0,48,4074.0,0.407,0.52,1299.0,0,True,False,True,False,False,True,False,True,False,False,False
59,2.3,120000.0,4.6,1,18.1,0,5,98130.0,36,2686.0,0.269,0.818,2726.0,0,True,False,False,False,True,False,True,False,False,False,False
37,13.0,120000.0,3.5,2,58.4,1,1,150267.0,60,2222.0,0.222,1.252,2504.0,0,False,True,False,True,True,False,False,False,True,False,False
56,5.7,120000.0,2.6,1,33.4,3,1,54244.0,36,1710.0,0.171,0.452,1507.0,0,False,True,False,False,False,True,False,False,False,False,True
45,4.2,120000.0,3.7,1,92.1,1,2,50000.0,36,1775.0,0.178,0.417,1389.0,1,True,False,False,False,True,False,True,False,False,False,False
60,10.0,120000.0,4.3,1,16.2,1,1,50963.0,48,4315.0,0.432,0.425,1062.0,0,True,False,False,False,True,False,False,False,False,True,False
21,0.2,120000.0,4.9,2,58.0,2,1,84728.0,24,2783.0,0.278,0.706,3530.0,0,False,True,True,False,True,False,False,True,False,False,False
33,0.3,120000.0,7.9,0,41.1,1,2,163736.0,48,1368.0,0.137,1.364,3411.0,0,True,False,True,False,False,True,False,False,True,False,False
61,8.9,120000.0,8.2,0,70.9,3,2,99866.0,12,2960.0,0.296,0.832,8322.0,0,True,False,False,False,True,False,False,False,False,True,False
48,2.5,120000.0,0.4,0,32.3,4,2,57968.0,36,5214.0,0.521,0.483,1610.0,1,False,True,True,False,False,True,False,False,False,True,False
33,3.4,120000.0,0.8,0,48.0,2,2,132239.0,48,3062.0,0.306,1.102,2755.0,0,False,True,False,False,True,False,False,True,False,False,False
46,0.7,120000.0,1.6,2,9.4,1,1,166767.0,60,2531.0,0.253,1.39,2779.0,0,False,True,False,True,False,True,False,False,False,True,False
52,6.2,120000.0,1.4,2,8.6,1,2,50000.0,48,4397.0,0.44,0.417,1042.0,0,False,True,False,True,True,False,False,False,True,False,False
50,0.5,120000.0,7.4,1,64.4,0,1,82166.0,24,877.0,0.088,0.685,3424.0,0,False,True,False,False,False,True,False,True,False,False,False
35,1.3,120000.0,1.7,0,15.7,1,2,83142.0,36,2470.0,0.247,0.693,2310.0,0,False,True,True,False,True,False,False,False,True,False,False
43,5.1,120000.0,2.7,1,7.9,0,0,120529.0,12,4668.0,0.467,1.004,10044.0,0,False,True,True,False,True,False,False,False,True,False,False
26,2.6,120000.0,2.5,0,47.6,1,1,69704.0,48,597.0,0.06,0.581,1452.0,0,False,False,True,False,True,False,False,False,False,False,False
51,12.6,120000.0,15.9,1,35.5,2,0,91519.0,36,540.0,0.054,0.763,2542.0,0,True,False,True,False,True,False,False,False,True,False,False
31,9.1,120000.0,9.5,4,38.8,3,1,149900.0,24,4150.0,0.415,1.249,6246.0,1,True,False,True,False,False,False,True,False,False,False,False
27,2.2,120000.0,7.0,2,59.8,0,1,192592.0,60,4631.0,0.463,1.605,3210.0,0,True,False,False,False,False,False,False,False,False,False,True
24,6.5,122736.0,4.8,2,23.8,0,2,116577.0,48,1220.0,0.119,0.95,2429.0,0,False,True,False,False,False,False,False,False,False,False,False
40,0.6,120000.0,1.7,0,14.6,1,1,52017.0,12,2829.0,0.283,0.433,4335.0,0,True,False,False,True,False,False,False,False,True,False,False
32,16.9,120000.0,4.2,2,35.2,3,2,188797.0,60,4950.0,0.495,1.573,3147.0,0,False,True,False,False,False,True,True,False,False,False,False
22,1.6,120000.0,1.1,1,62.4,1,0,79212.0,12,3370.0,0.337,0.66,6601.0,0,False,True,False,True,True,False,False,False,False,False,False
51,4.8,120000.0,2.7,0,53.6,0,0,114445.0,36,3820.0,0.382,0.954,3179.0,0,True,False,False,False,True,False,False,False,True,False,False
59,6.5,120000.0,7.0,0,16.7,2,0,57481.0,36,627.0,0.063,0.479,1597.0,0,False,True,False,False,False,True,False,False,True,False,False
25,0.3,120000.0,18.2,0,37.4,0,0,108049.0,60,2203.0,0.22,0.9,1801.0,0,True,False,False,True,False,False,True,False,False,False,False
43,0.7,120000.0,4.5,2,6.8,1,0,160769.0,36,2554.0,0.255,1.34,4466.0,0,True,False,False,False,True,False,False,True,False,False,False
30,0.0,120000.0,0.4,3,51.7,1,0,171022.0,60,4491.0,0.449,1.425,2850.0,1,True,False,False,False,False,True,False,False,False,True,False
53,2.4,120000.0,5.2,1,21.4,0,1,53428.0,48,3726.0,0.373,0.445,1113.0,0,True,False,False,False,True,False,False,False,False,False,False
37,3.5,120000.0,4.2,1,38.5,0,1,70681.0,36,505.0,0.05,0.589,1963.0,0,False,True,True,False,True,False,False,False,False,False,True
56,3.1,120000.0,7.7,2,20.5,3,1,56244.0,12,3172.0,0.317,0.469,4687.0,0,True,False,False,False,False,True,False,False,True,False,False
41,5.2,120000.0,2.5,1,24.5,0,1,93456.0,36,751.0,0.075,0.779,2596.0,0,True,False,False,False,True,False,False,False,False,False,False
43,7.0,120000.0,2.2,0,31.2,3,0,84722.0,36,3826.0,0.383,0.706,2353.0,0,True,False,False,True,False,True,False,True,False,False,False
45,4.2,120000.0,1.3,1,43.7,2,0,207412.0,36,3941.0,0.394,1.728,5761.0,0,True,False,True,False,True,False,False,False,False,False,True
62,0.6,120000.0,30.0,0,38.2,2,1,172625.0,48,2077.0,0.208,1.439,3596.0,0,True,False,False,False,False,True,False,False,False,False,False
61,1.6,120000.0,3.6,0,35.5,2,0,130641.0,48,1158.0,0.116,1.089,2722.0,0,False,True,True,False,True,False,False,True,False,False,False
57,1.0,120000.0,6.7,1,42.0,1,0,195382.0,24,5393.0,0.539,1.628,8141.0,1,False,True,False,False,False,True,False,True,False,False,False
56,3.4,120000.0,9.9,0,27.7,3,0,50000.0,36,5069.0,0.507,0.417,1389.0,1,True,False,False,False,True,False,False,False,False,False,True
22,9.1,120000.0,4.1,1,13.9,1,0,99861.0,48,4684.0,0.468,0.832,2080.0,0,True,False,False,False,True,False,False,False,False,True,False
37,2.9,133230.0,6.4,1,45.2,1,2,93567.0,36,5796.0,0.522,0.702,2599.0,1,False,True,False,False,True,False,False,True,False,False,False
36,0.7,120000.0,0.8,1,29.6,0,0,85737.0,24,1886.0,0.189,0.714,3572.0,0,False,True,False,False,True,False,False,False,False,False,True
34,10.3,120000.0,3.8,3,41.2,0,1,54554.0,36,3651.0,0.365,0.455,1515.0,1,False,True,False,True,True,False,False,True,False,False,False
62,0.5,120000.0,4.4,1,40.7,1,0,50000.0,36,3571.0,0.357,0.417,1389.0,0,True,False,False,False,False,False,False,False,False,False,False
38,1.8,120000.0,0.0,0,27.8,3,2,50000.0,60,4205.0,0.42,0.417,833.0,0,True,False,False,False,True,False,False,False,False,True,False
39,2.5,120000.0,5.6,0,48.9,0,2,203311.0,48,4475.0,0.448,1.694,4236.0,0,False,True,False,False,True,False,False,False,False,True,False
63,7.4,120000.0,7.8,0,17.3,1,3,65666.0,60,3057.0,0.306,0.547,1094.0,0,False,False,True,False,True,False,False,False,False,True,False
48,8.1,120000.0,1.3,1,33.2,1,0,77317.0,60,1011.0,0.101,0.644,1289.0,0,True,False,False,False,False,False,True,False,False,False,False
24,0.4,120000.0,11.4,2,30.5,2,1,68647.0,36,4523.0,0.452,0.572,1907.0,0,False,True,True,False,False,True,False,False,False,True,False
25,2.9,120000.0,10.3,1,70.5,2,0,108057.0,36,2258.0,0.226,0.9,3002.0,0,False,True,False,False,True,False,False,False,False,False,False
39,0.8,120000.0,7.4,0,7.6,0,1,61107.0,48,3187.0,0.319,0.509,1273.0,0,True,False,False,False,True,False,False,True,False,False,False
21,0.2,120000.0,6.6,0,27.2,0,1,255658.0,24,4313.0,0.431,2.13,10652.0,0,True,False,True,False,True,False,False,False,False,False,False
50,0.6,120000.0,0.2,1,49.9,1,0,145298.0,36,3229.0,0.323,1.211,4036.0,0,True,False,True,False,True,False,False,False,True,False,False
27,5.3,120000.0,1.2,1,48.9,2,1,198948.0,60,981.0,0.098,1.658,3316.0,0,True,False,False,True,True,False,False,False,False,False,True
27,2.8,120000.0,7.8,1,34.2,2,2,116259.0,12,4758.0,0.476,0.969,9688.0,0,True,False,False,False,False,True,False,False,False,False,True
53,1.9,120000.0,1.1,0,39.9,0,1,124955.0,60,2450.0,0.245,1.041,2083.0,0,False,True,True,False,False,False,False,True,False,False,False
55,3.9,120000.0,3.6,2,33.9,1,1,70260.0,36,4594.0,0.459,0.586,1952.0,0,False,True,False,False,False,True,False,False,False,False,False
23,6.4,120000.0,0.1,0,31.3,1,0,59604.0,48,3113.0,0.311,0.497,1242.0,0,False,False,False,False,False,True,True,False,False,False,False
23,1.7,120000.0,0.4,0,65.6,2,1,135649.0,48,3995.0,0.4,1.13,2826.0,0,False,True,False,False,True,False,False,True,False,False,False
58,11.6,120000.0,7.4,0,26.2,3,1,61391.0,24,3197.0,0.32,0.512,2558.0,0,True,False,False,True,True,False,False,False,False,True,False
49,30.0,120000.0,3.7,0,29.9,0,1,68047.0,48,2245.0,0.224,0.567,1418.0,0,True,False,False,False,False,True,False,False,True,False,False
55,1.4,120000.0,10.0,1,39.1,1,1,68970.0,60,1643.0,0.164,0.575,1150.0,0,True,False,True,False,False,True,False,False,False,False,True
22,6.2,120000.0,14.8,0,38.5,0,2,118395.0,60,1010.0,0.101,0.987,1973.0,0,True,False,True,False,True,False,False,False,True,False,False
39,8.2,120000.0,14.8,0,25.5,2,2,67517.0,36,2522.0,0.252,0.563,1875.0,0,True,False,True,False,False,True,False,True,False,False,False
23,5.5,120000.0,8.4,0,52.3,1,0,83381.0,36,3433.0,0.343,0.695,2316.0,0,False,True,False,False,True,False,False,True,False,False,False
30,1.9,120000.0,8.2,1,31.9,1,1,105333.0,12,1474.0,0.147,0.878,8778.0,0,False,True,True,False,True,False,False,False,False,True,False
49,0.4,120000.0,2.3,1,44.7,0,1,66438.0,36,2849.0,0.285,0.554,1846.0,0,True,False,True,False,False,False,False,False,True,False,False
30,9.7,239789.0,3.6,1,50.1,1,1,111821.0,36,7798.0,0.39,0.466,3106.0,0,True,False,False,False,True,False,True,False,False,False,False
60,7.3,120000.0,0.1,1,51.9,0,1,128508.0,24,2408.0,0.241,1.071,5354.0,0,True,False,True,False,False,False,False,False,True,False,False
30,2.6,120000.0,0.2,0,42.0,2,1,115537.0,24,3071.0,0.307,0.963,4814.0,0,True,False,True,False,True,False,False,False,False,False,False
24,0.6,120000.0,1.0,0,71.9,2,0,87021.0,60,4168.0,0.417,0.725,1450.0,0,False,True,False,True,False,False,False,False,True,False,False
42,6.6,120000.0,1.8,0,20.4,2,2,83952.0,36,4384.0,0.438,0.7,2332.0,0,False,True,True,False,True,False,False,False,True,False,False
42,3.5,120000.0,4.2,0,38.5,1,2,287608.0,24,2774.0,0.277,2.397,11984.0,0,False,True,False,False,True,False,False,False,False,False,True
54,15.6,120000.0,0.0,1,22.0,3,1,63007.0,48,2123.0,0.212,0.525,1313.0,0,False,True,True,False,True,False,True,False,False,False,False
32,6.8,120000.0,2.4,0,52.8,1,1,71022.0,48,5156.0,0.516,0.592,1480.0,1,True,False,False,True,False,True,False,False,False,True,False
46,3.0,120000.0,1.1,1,52.2,1,0,63254.0,24,5336.0,0.534,0.527,2636.0,1,False,False,False,False,False,True,False,False,True,False,False
50,13.1,120000.0,3.5,0,45.8,1,3,84156.0,60,2259.0,0.226,0.701,1403.0,0,True,False,False,False,True,False,False,False,False,False,False
53,2.9,120000.0,4.0,0,68.0,0,1,139420.0,24,5129.0,0.513,1.162,5809.0,1,False,True,False,True,True,False,False,False,False,False,False
48,1.6,158734.0,4.4,0,27.7,3,1,81999.0,48,4145.0,0.313,0.517,1708.0,0,False,True,True,False,True,False,False,True,False,False,False
56,2.1,120000.0,2.1,2,72.0,0,1,231504.0,36,1311.0,0.131,1.929,6431.0,0,True,False,False,False,True,False,False,False,False,False,False
33,3.9,120000.0,3.8,1,24.0,1,2,137882.0,48,4587.0,0.459,1.149,2873.0,0,False,True,False,False,False,False,False,False,True,False,False
33,3.5,120000.0,4.2,1,38.5,2,1,212006.0,60,5347.0,0.535,1.767,3533.0,1,False,True,False,False,False,False,False,False,True,False,False
31,0.4,120000.0,1.1,1,32.8,2,2,190157.0,48,647.0,0.065,1.585,3962.0,0,False,True,False,False,False,False,False,False,False,False,True
35,0.6,120000.0,8.3,1,45.2,1,2,157097.0,48,3142.0,0.314,1.309,3273.0,0,False,True,False,True,False,False,False,False,False,False,True
28,9.1,120000.0,9.7,0,9.7,1,2,151670.0,12,4151.0,0.415,1.264,12639.0,0,False,True,False,True,True,False,False,False,False,False,False
41,5.3,120000.0,3.4,0,29.3,4,1,97787.0,24,2644.0,0.264,0.815,4074.0,0,False,True,False,True,True,False,False,False,True,False,False
29,1.2,120000.0,0.2,2,44.0,1,0,130493.0,48,2119.0,0.212,1.087,2719.0,0,False,True,False,True,True,False,False,False,False,False,False
64,8.9,120000.0,0.5,0,40.9,1,0,148702.0,24,4534.0,0.453,1.239,6196.0,0,False,True,False,False,False,True,False,True,False,False,False
45,4.4,120000.0,2.0,1,46.1,1,3,80980.0,24,4754.0,0.475,0.675,3374.0,0,False,True,False,True,True,False,False,False,False,False,True
47,5.5,120000.0,8.8,0,36.4,1,1,271074.0,24,1122.0,0.112,2.259,11295.0,0,True,False,False,False,True,False,False,False,True,False,False
63,2.4,120000.0,1.9,0,11.4,0,2,126361.0,24,2300.0,0.23,1.053,5265.0,0,False,True,False,False,False,True,False,False,False,False,True
22,10.0,120000.0,4.6,1,52.6,0,0,50000.0,60,1903.0,0.19,0.417,833.0,0,False,True,False,False,True,False,False,False,True,False,False
44,0.5,120000.0,28.4,3,34.6,1,2,110418.0,60,5453.0,0.545,0.92,1840.0,1,False,True,False,False,False,True,True,False,False,False,False
47,0.4,120000.0,17.6,1,26.4,4,0,84620.0,48,1331.0,0.133,0.705,1763.0,0,False,True,True,False,True,False,True,False,False,False,False
23,3.5,120000.0,7.9,2,24.3,2,0,176798.0,36,1074.0,0.107,1.473,4911.0,0,True,False,False,True,False,False,True,False,False,False,False
24,5.0,120000.0,1.8,0,33.8,1,0,121554.0,12,3245.0,0.324,1.013,10130.0,0,False,True,False,False,True,False,False,True,False,False,False
51,7.0,120000.0,10.5,0,35.1,1,1,69514.0,60,3933.0,0.393,0.579,1159.0,0,True,False,False,False,True,False,False,False,True,False,False
46,2.8,120000.0,1.0,1,64.8,5,0,235818.0,36,5489.0,0.549,1.965,6550.0,1,True,False,False,False,False,True,False,False,True,False,False
46,0.7,120000.0,3.2,0,19.0,0,0,81940.0,60,3361.0,0.336,0.683,1366.0,0,False,True,False,False,True,False,False,False,False,False,True
54,5.0,120000.0,8.8,0,53.4,2,1,175744.0,36,2991.0,0.299,1.465,4882.0,0,True,False,True,False,False,True,False,False,False,True,False
61,0.3,120000.0,2.4,1,38.7,1,5,76434.0,48,3508.0,0.351,0.637,1592.0,0,False,True,False,False,False,True,False,False,False,False,True
32,0.3,120000.0,2.1,3,14.0,1,2,137494.0,12,3045.0,0.304,1.146,11458.0,1,True,False,True,False,True,False,False,False,False,False,False
57,0.0,120000.0,8.6,0,53.5,1,0,50000.0,60,4566.0,0.457,0.417,833.0,0,False,True,False,False,False,True,False,True,False,False,False
40,0.1,120000.0,2.1,0,38.7,2,1,115274.0,36,2371.0,0.237,0.961,3202.0,0,True,False,False,False,True,False,False,False,True,False,False
27,2.5,120000.0,5.2,0,31.8,1,0,130933.0,24,4495.0,0.45,1.091,5456.0,0,False,False,False,False,False,True,False,False,False,False,True
60,7.9,120000.0,2.3,0,4.3,0,1,85247.0,36,3102.0,0.31,0.71,2368.0,0,True,False,False,True,True,False,False,False,False,False,False
35,0.3,120000.0,15.9,1,77.3,1,0,152076.0,60,1350.0,0.135,1.267,2535.0,1,False,True,True,False,False,True,False,False,False,False,False
22,17.5,120000.0,0.3,1,57.4,2,1,68263.0,48,5170.0,0.517,0.569,1422.0,1,False,True,False,False,True,False,True,False,False,False,False
60,4.8,120000.0,4.9,1,64.1,2,0,50000.0,36,5181.0,0.518,0.417,1389.0,1,False,True,True,False,True,False,True,False,False,False,False
48,5.2,120000.0,11.5,0,66.0,2,0,178107.0,36,1184.0,0.118,1.484,4947.0,0,False,True,True,False,False,False,False,True,False,False,False
63,5.7,120000.0,1.0,0,58.3,1,1,152888.0,12,3984.0,0.398,1.274,12741.0,0,False,True,True,False,True,False,False,True,False,False,False
37,0.6,120000.0,12.3,1,69.4,2,0,107843.0,36,2965.0,0.296,0.899,2996.0,0,False,True,False,False,True,False,False,True,False,False,False
47,0.7,120000.0,2.6,0,66.0,0,1,59333.0,24,2988.0,0.299,0.494,2472.0,0,True,False,True,False,True,False,True,False,False,False,False
