age,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,monthly_debt_obligations,debt_to_income_ratio,loan_to_income_ratio,estimated_monthly_installment,high_risk_flag,marital_status_Married,marital_status_Single,education_High School,education_Post Graduate,employment_type_Salaried,employment_type_Self-Employed,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Medical,loan_purpose_Personal,default_probability,actual_default,risk_score,risk_band,recommended_action
40,9.5,120000.0,0.9,0,77.4,2,0,281404.0,24,2880.0,0.288,2.345,11725.0,1,True,False,True,False,True,False,False,False,True,False,False,0.5995,0,540,Very High Risk,Decline
38,1.7,120000.0,7.6,2,15.0,0,0,98899.0,48,4486.0,0.449,0.824,2060.0,0,True,False,False,True,False,True,False,True,False,False,False,0.4378,0,637,High Risk,Manual underwriter review
64,5.2,120000.0,5.1,0,33.8,1,1,67887.0,36,3125.0,0.312,0.566,1886.0,0,True,False,False,False,False,False,False,False,False,False,True,0.3271,0,704,High Risk,Manual underwriter review
59,1.9,120000.0,5.1,0,63.4,1,1,50000.0,36,5127.0,0.513,0.417,1389.0,1,True,False,False,False,False,True,False,False,False,True,False,0.6273,0,524,Very High Risk,Decline
59,0.6,120000.0,2.7,2,52.4,0,0,195417.0,36,2721.0,0.272,1.628,5428.0,0,False,True,False,False,True,False,True,False,False,False,False,0.6125,1,532,Very High Risk,Decline
39,0.1,120000.0,0.9,0,69.7,1,2,240530.0,36,3756.0,0.376,2.004,6681.0,0,False,False,True,False,True,False,False,False,False,False,False,0.6596,0,504,Very High Risk,Decline
64,4.8,120000.0,16.3,0,62.9,1,0,89605.0,36,4262.0,0.426,0.747,2489.0,0,True,False,False,False,True,False,True,False,False,False,False,0.3514,0,689,High Risk,Manual underwriter review
24,5.1,120000.0,5.5,1,48.4,1,1,75670.0,36,2466.0,0.247,0.631,2102.0,0,False,True,False,False,False,False,False,False,False,False,False,0.5353,0,579,Very High Risk,Decline
33,6.7,120000.0,2.9,2,34.9,0,0,209650.0,24,2850.0,0.285,1.747,8735.0,0,True,False,False,False,True,False,False,False,False,False,False,0.5198,1,588,Very High Risk,Decline
28,6.1,120000.0,5.1,0,13.7,2,0,79626.0,60,3005.0,0.3,0.664,1327.0,0,False,True,False,True,False,True,False,False,False,False,True,0.2226,0,766,Moderate Risk,Approve with conditions (higher rate / lower limit)
56,0.8,120000.0,0.9,1,33.9,1,0,98235.0,48,5019.0,0.502,0.819,2047.0,1,True,False,True,False,True,False,False,False,False,False,True,0.5642,0,561,Very High Risk,Decline
37,1.9,120000.0,1.5,0,15.0,0,1,88969.0,48,896.0,0.09,0.741,1854.0,0,False,True,False,False,True,False,True,False,False,False,False,0.1519,0,809,Moderate Risk,Approve with conditions (higher rate / lower limit)
21,7.1,120000.0,0.3,1,10.3,2,2,65713.0,60,2388.0,0.239,0.548,1095.0,0,False,False,False,False,False,True,False,False,True,False,False,0.441,0,635,High Risk,Manual underwriter review
48,3.4,120000.0,2.9,0,43.0,2,0,50000.0,48,1261.0,0.126,0.417,1042.0,0,False,True,False,False,False,True,False,False,False,False,True,0.3206,0,708,High Risk,Manual underwriter review
56,10.5,120000.0,8.4,1,66.5,1,0,71996.0,60,4752.0,0.475,0.6,1200.0,0,False,True,True,False,True,False,False,True,False,False,False,0.6812,0,491,Very High Risk,Decline
25,1.4,120000.0,0.2,0,32.2,0,2,53459.0,36,4730.0,0.473,0.445,1485.0,0,False,False,False,False,False,True,False,True,False,False,False,0.5251,0,585,Very High Risk,Decline
53,0.8,120000.0,2.7,1,76.4,1,1,169752.0,36,1034.0,0.103,1.415,4715.0,1,False,True,False,False,False,True,False,True,False,False,False,0.6339,0,520,Very High Risk,Decline
34,8.7,120000.0,7.6,1,30.1,2,2,86259.0,36,3253.0,0.325,0.719,2396.0,0,True,False,False,True,True,False,False,False,False,False,True,0.4385,0,637,High Risk,Manual underwriter review
23,2.5,120000.0,6.1,0,18.9,7,0,232259.0,36,3240.0,0.324,1.935,6452.0,0,False,False,False,False,True,False,False,False,False,False,True,0.3373,0,698,High Risk,Manual underwriter review
42,2.4,120000.0,2.1,0,13.7,1,1,92213.0,48,3931.0,0.393,0.768,1921.0,0,False,True,False,True,True,False,True,False,False,False,False,0.2521,0,749,Moderate Risk,Approve with conditions (higher rate / lower limit)
51,2.0,120000.0,3.3,0,61.5,1,2,288927.0,60,1353.0,0.135,2.408,4815.0,0,True,False,False,False,True,False,False,False,False,False,False,0.4238,0,646,High Risk,Manual underwriter review
33,2.4,120000.0,1.5,0,57.9,2,1,67459.0,48,1531.0,0.153,0.562,1405.0,0,False,False,True,False,False,True,False,True,False,False,False,0.4676,0,619,High Risk,Manual underwriter review
39,5.7,120000.0,4.7,1,81.0,0,0,50000.0,36,2589.0,0.259,0.417,1389.0,1,False,True,False,False,True,False,False,False,False,False,True,0.6534,1,508,Very High Risk,Decline
57,7.9,120000.0,1.6,0,61.7,0,0,90062.0,24,2510.0,0.251,0.751,3753.0,0,False,True,False,False,False,True,True,False,False,False,False,0.4508,0,630,High Risk,Manual underwriter review
36,2.5,120000.0,0.2,0,56.4,0,2,137575.0,48,2307.0,0.231,1.146,2866.0,0,False,True,False,False,True,False,True,False,False,False,False,0.4849,0,609,High Risk,Manual underwriter review
22,7.7,120000.0,1.4,0,15.1,2,1,69672.0,36,2412.0,0.241,0.581,1935.0,0,False,True,False,False,True,False,False,False,False,False,False,0.2684,0,739,Moderate Risk,Approve with conditions (higher rate / lower limit)
32,4.3,120000.0,9.7,1,29.5,2,0,208904.0,36,4894.0,0.489,1.741,5803.0,0,False,True,False,True,False,True,False,False,False,False,False,0.4701,0,618,High Risk,Manual underwriter review
60,4.4,120000.0,0.8,0,94.8,2,1,50000.0,60,2872.0,0.287,0.417,833.0,1,True,False,False,True,False,True,False,False,True,False,False,0.7125,1,472,Very High Risk,Decline
34,3.8,120000.0,5.5,0,86.6,0,0,333673.0,60,1891.0,0.189,2.781,5561.0,1,False,True,True,False,False,True,False,False,False,False,True,0.5607,1,564,Very High Risk,Decline
37,7.7,120000.0,28.2,1,21.5,2,1,222505.0,12,2312.0,0.231,1.854,18542.0,0,False,True,True,False,True,False,False,False,False,False,False,0.1419,0,815,Low Risk,Approve
35,2.9,120000.0,8.0,1,63.1,1,0,161935.0,36,1624.0,0.162,1.349,4498.0,0,False,True,False,False,True,False,False,False,True,False,False,0.4785,1,613,High Risk,Manual underwriter review
42,5.0,120000.0,10.9,0,42.3,2,1,112108.0,12,1711.0,0.171,0.934,9342.0,0,False,True,True,False,True,False,False,False,True,False,False,0.2645,0,741,Moderate Risk,Approve with conditions (higher rate / lower limit)
59,0.9,120000.0,10.0,1,34.3,3,0,106541.0,48,4867.0,0.487,0.888,2220.0,0,True,False,False,True,True,False,False,False,False,False,True,0.4478,1,631,High Risk,Manual underwriter review
50,9.9,120000.0,7.5,1,89.6,0,1,157146.0,60,2821.0,0.282,1.31,2619.0,1,False,True,False,True,True,False,True,False,False,False,False,0.6617,0,503,Very High Risk,Decline
51,2.7,120000.0,16.3,0,29.3,3,4,174084.0,48,2716.0,0.272,1.451,3627.0,0,True,False,False,False,True,False,False,False,False,True,False,0.2985,0,721,Moderate Risk,Approve with conditions (higher rate / lower limit)
64,3.5,120000.0,4.2,1,38.5,3,3,139155.0,24,946.0,0.095,1.16,5798.0,0,False,True,False,False,True,False,False,True,False,False,False,0.4792,1,612,High Risk,Manual underwriter review
61,2.2,120000.0,6.2,0,62.1,3,0,98260.0,60,3789.0,0.379,0.819,1638.0,0,True,False,False,False,False,False,False,True,False,False,False,0.5201,0,588,Very High Risk,Decline
46,2.0,235634.0,7.5,1,16.8,0,0,292340.0,36,3746.0,0.191,1.241,8121.0,0,False,True,False,False,True,False,False,True,False,False,False,0.3119,0,713,High Risk,Manual underwriter review
41,0.0,120000.0,8.6,0,18.6,1,2,91446.0,60,2380.0,0.238,0.762,1524.0,0,False,True,False,False,False,False,False,False,False,False,True,0.239,0,757,Moderate Risk,Approve with conditions (higher rate / lower limit)
58,7.0,120000.0,3.1,1,50.0,0,1,73971.0,36,907.0,0.091,0.616,2055.0,0,False,False,False,False,True,False,False,True,False,False,False,0.3847,0,669,High Risk,Manual underwriter review
40,11.7,120000.0,2.5,0,60.1,1,0,120836.0,36,3241.0,0.324,1.007,3357.0,0,True,False,False,True,False,False,False,False,False,True,False,0.4423,0,635,High Risk,Manual underwriter review
55,4.8,120000.0,23.9,1,23.4,1,0,199578.0,48,1557.0,0.156,1.663,4158.0,0,False,True,False,True,True,False,False,False,False,True,False,0.1022,0,839,Low Risk,Approve
41,0.7,120000.0,1.8,0,29.1,0,1,196273.0,12,2418.0,0.242,1.636,16356.0,0,False,True,False,False,False,True,False,False,False,False,False,0.2862,0,728,Moderate Risk,Approve with conditions (higher rate / lower limit)
44,3.8,120000.0,4.7,0,84.8,1,1,61541.0,36,4298.0,0.43,0.513,1709.0,1,True,False,False,True,False,True,False,False,False,False,True,0.6858,0,488,Very High Risk,Decline
39,2.2,120000.0,5.1,1,20.4,0,0,103635.0,36,2111.0,0.211,0.864,2879.0,0,True,False,False,False,False,False,False,False,False,False,False,0.2574,0,746,Moderate Risk,Approve with conditions (higher rate / lower limit)
64,10.6,120000.0,15.7,1,78.9,1,0,91795.0,48,3679.0,0.368,0.765,1912.0,1,False,False,False,True,True,False,False,False,False,True,False,0.5069,0,596,Very High Risk,Decline
33,9.6,120000.0,1.4,0,70.8,1,0,101776.0,36,3902.0,0.39,0.848,2827.0,0,True,False,False,False,True,False,False,False,False,True,False,0.5936,0,544,Very High Risk,Decline
23,1.4,120000.0,6.6,0,47.4,0,1,51587.0,36,4508.0,0.451,0.43,1433.0,0,True,False,True,False,True,False,True,False,False,False,False,0.4399,0,636,High Risk,Manual underwriter review
52,7.1,120000.0,2.2,1,17.5,1,0,290395.0,36,1170.0,0.117,2.42,8067.0,0,False,True,True,False,False,True,False,False,False,False,True,0.2907,0,726,Moderate Risk,Approve with conditions (higher rate / lower limit)
40,3.5,120000.0,8.4,1,42.6,2,2,125340.0,36,4804.0,0.48,1.044,3482.0,0,True,False,True,False,True,False,False,False,True,False,False,0.6485,0,511,Very High Risk,Decline
31,0.9,120000.0,0.3,0,42.4,0,0,156216.0,24,3699.0,0.37,1.302,6509.0,0,False,False,True,False,True,False,False,True,False,False,False,0.3887,1,667,High Risk,Manual underwriter review
25,3.5,120000.0,11.4,0,56.5,1,1,111059.0,24,595.0,0.06,0.925,4627.0,0,True,False,False,True,True,False,True,False,False,False,False,0.1975,0,781,Moderate Risk,Approve with conditions (higher rate / lower limit)
27,7.8,120000.0,1.3,0,14.1,1,1,124618.0,24,2711.0,0.271,1.038,5192.0,0,True,False,False,False,True,False,False,True,False,False,False,0.2412,0,755,Moderate Risk,Approve with conditions (higher rate / lower limit)
49,8.2,120000.0,3.0,1,80.5,0,0,155185.0,24,584.0,0.058,1.293,6466.0,1,True,False,False,False,True,False,False,False,True,False,False,0.5163,0,590,Very High Risk,Decline
48,27.1,120000.0,1.9,1,84.7,0,1,282758.0,48,1986.0,0.199,2.356,5891.0,1,False,False,True,False,False,True,False,False,False,False,True,0.7482,0,451,Very High Risk,Decline
55,8.5,120000.0,8.2,0,45.0,2,0,76310.0,36,2622.0,0.262,0.636,2120.0,0,False,True,False,False,False,True,False,False,False,False,False,0.3427,0,694,High Risk,Manual underwriter review
32,1.3,120000.0,0.4,0,54.5,2,0,92558.0,36,3891.0,0.389,0.771,2571.0,0,False,True,True,False,False,False,True,False,False,False,False,0.5611,1,563,Very High Risk,Decline
60,4.1,120000.0,6.3,0,11.9,1,2,231808.0,48,1678.0,0.168,1.932,4829.0,0,False,True,False,False,False,False,False,False,False,False,True,0.1957,0,783,Moderate Risk,Approve with conditions (higher rate / lower limit)
51,9.5,120000.0,2.2,1,2.2,0,3,50000.0,36,3386.0,0.339,0.417,1389.0,0,True,False,True,False,False,True,True,False,False,False,False,0.3971,0,662,High Risk,Manual underwriter review
30,6.8,120000.0,6.6,1,75.8,2,2,60472.0,36,4495.0,0.45,0.504,1680.0,1,False,True,True,False,True,False,False,True,False,False,False,0.8173,0,410,Very High Risk,Decline
43,16.7,120000.0,9.7,3,17.2,1,1,83556.0,36,950.0,0.095,0.696,2321.0,1,True,False,True,False,False,False,False,False,False,False,True,0.4504,1,630,High Risk,Manual underwriter review
55,10.7,120000.0,7.4,0,66.0,1,0,140632.0,48,1150.0,0.115,1.172,2930.0,0,False,True,False,False,True,False,False,False,True,False,False,0.341,0,695,High Risk,Manual underwriter review
54,0.3,120000.0,13.4,0,13.9,4,1,74670.0,24,2768.0,0.277,0.622,3111.0,0,False,True,True,False,True,False,False,False,True,False,False,0.2007,0,780,Moderate Risk,Approve with conditions (higher rate / lower limit)
45,5.9,120000.0,7.6,0,40.6,2,0,50000.0,60,1225.0,0.122,0.417,833.0,0,False,False,True,False,True,False,False,True,False,False,False,0.2126,0,772,Moderate Risk,Approve with conditions (higher rate / lower limit)
30,2.5,120000.0,2.9,2,73.6,2,1,128502.0,48,547.0,0.055,1.071,2677.0,0,False,True,False,True,True,False,False,False,True,False,False,0.6894,0,486,Very High Risk,Decline
32,4.8,120000.0,0.0,0,18.5,0,1,63838.0,12,2473.0,0.247,0.532,5320.0,0,False,True,True,False,True,False,False,False,True,False,False,0.2648,0,741,Moderate Risk,Approve with conditions (higher rate / lower limit)
47,1.9,120000.0,0.6,2,64.5,2,0,103136.0,60,4655.0,0.466,0.859,1719.0,0,True,False,False,False,True,False,False,True,False,False,False,0.8296,1,402,Very High Risk,Decline
64,8.7,120000.0,0.6,1,43.2,1,0,81662.0,36,3812.0,0.381,0.681,2268.0,0,False,True,False,True,True,False,False,False,False,False,True,0.5271,0,584,Very High Risk,Decline
44,4.1,120000.0,14.9,1,7.3,3,2,157567.0,36,2222.0,0.222,1.313,4377.0,0,True,False,False,False,True,False,False,False,True,False,False,0.2308,0,762,Moderate Risk,Approve with conditions (higher rate / lower limit)
45,5.0,120000.0,6.8,1,45.0,1,2,144560.0,36,1281.0,0.128,1.205,4016.0,0,False,True,False,False,False,False,False,True,False,False,False,0.4537,1,628,High Risk,Manual underwriter review
42,0.2,120000.0,2.2,1,27.2,0,0,121773.0,12,2653.0,0.265,1.015,10148.0,0,False,False,False,False,True,False,False,True,False,False,False,0.3155,0,711,High Risk,Manual underwriter review
46,2.8,120000.0,8.6,2,87.9,1,2,88243.0,36,2058.0,0.206,0.735,2451.0,1,False,True,False,False,True,False,False,False,False,False,True,0.8091,0,415,Very High Risk,Decline
25,7.2,120000.0,6.4,1,43.8,2,1,50000.0,36,1941.0,0.194,0.417,1389.0,0,False,True,False,False,True,False,True,False,False,False,False,0.4572,1,626,High Risk,Manual underwriter review
54,7.8,120000.0,6.9,0,58.3,4,0,63973.0,60,5160.0,0.516,0.533,1066.0,1,True,False,False,False,True,False,False,False,False,False,True,0.5932,0,544,Very High Risk,Decline
63,0.4,120000.0,7.2,3,32.3,2,1,69605.0,48,5037.0,0.504,0.58,1450.0,1,False,False,True,False,False,True,False,False,True,False,False,0.8021,1,419,Very High Risk,Decline
54,5.2,120000.0,12.7,1,44.7,1,1,113964.0,60,2200.0,0.22,0.95,1899.0,0,True,False,True,False,True,False,False,False,False,False,False,0.3543,0,687,High Risk,Manual underwriter review
24,7.3,120000.0,5.3,2,79.0,3,0,83606.0,48,2265.0,0.226,0.697,1742.0,1,True,False,False,False,True,False,False,False,False,False,False,0.773,1,436,Very High Risk,Decline
55,0.2,120000.0,2.6,1,54.1,0,3,65299.0,12,1902.0,0.19,0.544,5442.0,0,False,True,False,False,True,False,False,True,False,False,False,0.5804,1,552,Very High Risk,Decline
31,1.5,120000.0,1.0,0,23.7,2,0,53770.0,36,3161.0,0.316,0.448,1494.0,0,False,False,True,False,True,False,False,False,False,False,True,0.3032,0,718,High Risk,Manual underwriter review
43,6.4,120000.0,8.6,0,68.1,3,0,92317.0,36,4791.0,0.479,0.769,2564.0,0,False,True,False,False,True,False,False,True,False,False,False,0.6107,0,534,Very High Risk,Decline
55,1.4,120000.0,9.2,0,36.0,2,1,232430.0,36,2845.0,0.284,1.937,6456.0,0,True,False,False,False,True,False,False,False,False,True,False,0.2738,1,736,Moderate Risk,Approve with conditions (higher rate / lower limit)
29,5.7,120000.0,7.8,2,74.6,0,3,184090.0,48,695.0,0.07,1.534,3835.0,0,True,False,False,True,True,False,False,True,False,False,False,0.6621,0,503,Very High Risk,Decline
46,2.1,120000.0,23.9,1,63.0,2,2,50000.0,36,3185.0,0.318,0.417,1389.0,0,False,False,True,False,False,True,False,False,True,False,False,0.5112,0,593,Very High Risk,Decline
57,7.0,120000.0,5.6,2,15.2,2,0,78527.0,12,1923.0,0.192,0.654,6544.0,0,False,True,False,False,True,False,False,False,False,False,False,0.3584,0,685,High Risk,Manual underwriter review
58,1.9,120000.0,7.9,0,43.5,0,0,57801.0,48,4119.0,0.412,0.482,1204.0,0,False,True,False,False,True,False,False,False,False,True,False,0.3327,0,700,High Risk,Manual underwriter review
58,5.8,188320.0,4.0,1,14.1,2,1,138690.0,36,7670.0,0.489,0.736,3852.0,0,False,True,True,False,False,True,False,False,False,True,False,0.5296,0,582,Very High Risk,Decline
27,1.9,120000.0,1.0,0,62.2,0,0,103201.0,48,2615.0,0.262,0.86,2150.0,0,False,False,False,True,False,True,False,False,False,False,True,0.4362,0,638,High Risk,Manual underwriter review
48,6.9,120000.0,7.2,2,38.5,1,1,50000.0,48,2521.0,0.252,0.417,1042.0,0,False,True,True,False,True,False,False,False,False,True,False,0.56,1,564,Very High Risk,Decline
29,1.3,120000.0,11.6,0,31.5,4,0,117539.0,48,3958.0,0.396,0.979,2449.0,0,True,False,False,False,True,False,False,False,False,True,False,0.3066,0,716,High Risk,Manual underwriter review
39,4.9,120000.0,6.8,1,21.7,2,3,244941.0,60,4918.0,0.492,2.041,4082.0,0,True,False,True,False,True,False,False,False,True,False,False,0.6028,0,538,Very High Risk,Decline
54,1.6,120000.0,2.6,0,75.1,3,1,77887.0,36,2190.0,0.219,0.649,2164.0,1,False,True,True,False,True,False,False,False,True,False,False,0.5994,0,540,Very High Risk,Decline
25,2.0,120000.0,5.3,0,84.5,1,1,64959.0,36,1078.0,0.108,0.541,1804.0,1,False,True,True,False,False,False,False,False,True,False,False,0.5444,0,573,Very High Risk,Decline
25,0.2,120000.0,11.7,0,79.7,1,0,58584.0,36,1290.0,0.129,0.488,1627.0,1,False,True,False,False,False,False,False,False,False,False,True,0.3939,1,664,High Risk,Manual underwriter review
24,1.8,120000.0,3.1,1,15.7,2,1,101799.0,24,1778.0,0.178,0.848,4242.0,0,False,True,True,False,False,True,False,False,False,False,True,0.3774,0,674,High Risk,Manual underwriter review
21,1.0,120000.0,7.6,0,68.9,1,0,71239.0,36,1587.0,0.159,0.594,1979.0,0,False,True,False,True,True,False,False,True,False,False,False,0.3368,0,698,High Risk,Manual underwriter review
54,11.4,120000.0,2.0,0,17.9,0,1,284944.0,24,4124.0,0.412,2.375,11873.0,0,False,True,False,False,True,False,False,False,False,False,True,0.3162,0,710,High Risk,Manual underwriter review
42,0.7,120000.0,8.3,1,40.6,3,0,156562.0,60,2994.0,0.299,1.305,2609.0,0,True,False,False,True,False,False,False,False,False,False,False,0.4071,0,656,High Risk,Manual underwriter review
64,0.2,120000.0,10.2,1,29.7,2,1,203413.0,24,711.0,0.071,1.695,8476.0,0,False,False,True,False,True,False,False,False,False,False,False,0.2247,0,765,Moderate Risk,Approve with conditions (higher rate / lower limit)
59,0.4,120000.0,6.1,1,44.1,4,2,96829.0,48,1030.0,0.103,0.807,2017.0,0,False,True,False,False,True,False,True,False,False,False,False,0.4666,0,620,High Risk,Manual underwriter review
31,0.2,120000.0,1.7,1,19.3,0,1,102913.0,24,5303.0,0.53,0.858,4288.0,1,True,False,False,False,True,False,True,False,False,False,False,0.4852,0,609,High Risk,Manual underwriter review
40,4.8,120000.0,15.8,1,22.8,1,0,52849.0,36,3861.0,0.386,0.44,1468.0,0,False,True,False,False,False,False,False,False,True,False,False,0.3067,0,716,High Risk,Manual underwriter review
37,5.3,120000.0,1.8,1,12.3,0,1,90480.0,60,3503.0,0.35,0.754,1508.0,0,False,True,False,False,True,False,False,False,True,False,False,0.3858,0,669,High Risk,Manual underwriter review
31,1.8,120000.0,4.0,1,22.9,4,2,143461.0,60,3133.0,0.313,1.196,2391.0,0,True,False,True,False,True,False,True,False,False,False,False,0.5074,1,596,Very High Risk,Decline
25,1.0,120000.0,8.5,1,63.5,1,0,87571.0,60,1458.0,0.146,0.73,1460.0,0,False,True,False,False,False,True,True,False,False,False,False,0.4841,0,610,High Risk,Manual underwriter review
37,2.9,120000.0,13.8,1,45.8,0,0,122634.0,24,2427.0,0.243,1.022,5110.0,0,True,False,False,True,True,False,False,False,True,False,False,0.2704,0,738,Moderate Risk,Approve with conditions (higher rate / lower limit)
59,2.2,120000.0,1.2,0,76.5,2,2,150213.0,60,763.0,0.076,1.252,2504.0,1,True,False,False,False,False,False,True,False,False,False,False,0.5197,1,588,Very High Risk,Decline
57,16.3,120000.0,2.2,1,32.8,2,1,135421.0,36,3060.0,0.306,1.129,3762.0,0,True,False,False,False,False,False,False,False,False,False,True,0.5257,0,585,Very High Risk,Decline
48,4.2,120000.0,4.6,1,47.1,1,1,87972.0,36,3395.0,0.34,0.733,2444.0,0,True,False,True,False,True,False,False,False,False,False,True,0.559,0,565,Very High Risk,Decline
36,1.6,120000.0,9.9,3,69.0,2,1,83831.0,36,4519.0,0.452,0.699,2329.0,1,False,True,False,True,False,False,False,False,False,False,True,0.8729,1,376,Very High Risk,Decline
32,1.3,120000.0,1.7,0,59.7,0,0,131432.0,48,4164.0,0.416,1.095,2738.0,0,False,True,False,False,True,False,False,False,False,True,False,0.5266,0,584,Very High Risk,Decline
61,1.2,120000.0,1.4,0,54.0,1,0,126518.0,36,1451.0,0.145,1.054,3514.0,0,True,False,False,True,False,False,False,True,False,False,False,0.2901,0,726,Moderate Risk,Approve with conditions (higher rate / lower limit)
38,12.1,164074.0,1.1,0,31.5,0,1,216023.0,48,2649.0,0.194,1.317,4500.0,0,False,True,False,False,True,False,False,False,False,False,True,0.3483,0,691,High Risk,Manual underwriter review
35,0.2,120000.0,0.3,1,61.9,0,1,99453.0,36,1053.0,0.105,0.829,2763.0,0,True,False,False,False,True,False,False,True,False,False,False,0.5121,0,593,Very High Risk,Decline
59,20.5,120000.0,0.1,0,31.1,0,2,123269.0,36,2251.0,0.225,1.027,3424.0,0,True,False,True,False,True,False,False,True,False,False,False,0.3354,0,699,High Risk,Manual underwriter review
48,3.0,120000.0,5.2,0,20.3,0,1,72852.0,36,4584.0,0.458,0.607,2024.0,0,False,True,False,True,False,False,False,True,False,False,False,0.2912,0,725,Moderate Risk,Approve with conditions (higher rate / lower limit)
22,1.6,120000.0,0.8,0,16.1,2,1,109694.0,36,4847.0,0.485,0.914,3047.0,0,False,True,False,False,True,False,False,True,False,False,False,0.419,0,649,High Risk,Manual underwriter review
56,9.9,120000.0,3.6,1,68.0,1,1,195173.0,36,4771.0,0.477,1.626,5421.0,0,True,False,False,False,False,True,True,False,False,False,False,0.7711,1,437,Very High Risk,Decline
41,5.2,120000.0,9.7,0,19.0,1,0,101242.0,12,2540.0,0.254,0.844,8437.0,0,True,False,False,False,False,True,False,False,True,False,False,0.1743,0,795,Moderate Risk,Approve with conditions (higher rate / lower limit)
37,3.3,120000.0,0.6,1,74.2,1,0,236313.0,24,4790.0,0.479,1.969,9846.0,0,False,True,True,False,True,False,False,False,True,False,False,0.7998,1,420,Very High Risk,Decline
36,4.0,120000.0,5.0,2,23.0,2,2,302701.0,24,1704.0,0.17,2.523,12613.0,0,False,False,False,False,True,False,False,False,False,True,False,0.471,0,617,High Risk,Manual underwriter review
48,13.2,120000.0,8.4,0,29.8,1,4,118018.0,24,3989.0,0.399,0.983,4917.0,0,True,False,False,False,True,False,True,False,False,False,False,0.4231,0,646,High Risk,Manual underwriter review
60,0.4,120000.0,9.0,0,49.2,3,2,103865.0,12,3596.0,0.36,0.866,8655.0,0,True,False,False,False,True,False,False,False,True,False,False,0.4584,0,625,High Risk,Manual underwriter review
41,9.8,120000.0,16.1,1,63.2,0,2,118904.0,60,4534.0,0.453,0.991,1982.0,0,True,False,False,False,True,False,False,False,False,False,True,0.6154,0,531,Very High Risk,Decline
59,2.5,120000.0,6.1,0,20.9,0,0,89423.0,60,3910.0,0.391,0.745,1490.0,0,False,True,False,False,False,True,False,False,True,False,False,0.2698,0,738,Moderate Risk,Approve with conditions (higher rate / lower limit)
57,9.9,120000.0,0.9,0,39.0,0,2,148729.0,36,3438.0,0.344,1.239,4131.0,0,False,True,False,False,True,False,False,False,False,True,False,0.4436,0,634,High Risk,Manual underwriter review
28,1.5,120000.0,7.2,2,59.5,1,0,126894.0,12,2454.0,0.245,1.057,10574.0,0,False,True,False,False,False,False,False,True,False,False,False,0.6457,0,513,Very High Risk,Decline
38,3.0,120000.0,5.3,0,38.7,6,2,156072.0,12,5362.0,0.536,1.301,13006.0,1,False,True,False,False,False,True,False,True,False,False,False,0.6749,1,495,Very High Risk,Decline
26,6.7,120000.0,7.0,3,23.7,2,2,57999.0,36,4060.0,0.406,0.483,1611.0,1,False,False,False,True,True,False,False,False,True,False,False,0.7067,0,476,Very High Risk,Decline
64,11.6,120000.0,0.7,1,59.7,2,2,91055.0,36,2241.0,0.224,0.759,2529.0,0,False,True,False,False,False,False,True,False,False,False,False,0.682,0,491,Very High Risk,Decline
35,14.1,120000.0,14.4,1,83.8,2,4,257784.0,36,3382.0,0.338,2.148,7161.0,1,False,True,False,False,True,False,False,False,False,False,False,0.797,1,422,Very High Risk,Decline
51,7.4,160834.0,0.9,0,27.4,1,2,81874.0,36,6942.0,0.518,0.509,2274.0,1,False,True,False,False,False,True,True,False,False,False,False,0.5144,0,591,Very High Risk,Decline
35,0.7,120000.0,12.6,0,38.7,2,0,173112.0,36,3711.0,0.371,1.443,4809.0,0,True,False,False,False,True,False,True,False,False,False,False,0.2667,0,740,Moderate Risk,Approve with conditions (higher rate / lower limit)
48,3.5,120000.0,1.9,1,59.4,2,0,150077.0,48,4698.0,0.47,1.251,3127.0,0,False,True,False,False,False,False,False,False,False,False,True,0.7468,1,452,Very High Risk,Decline
49,18.6,120000.0,3.7,1,28.6,1,2,113798.0,60,4161.0,0.416,0.948,1897.0,0,True,False,True,False,True,False,False,False,False,False,False,0.5566,1,566,Very High Risk,Decline
26,0.7,130296.0,5.1,3,30.6,2,0,57534.0,24,4072.0,0.375,0.442,2397.0,1,False,True,False,True,False,True,False,False,False,True,False,0.6974,0,482,Very High Risk,Decline
46,12.5,120000.0,9.3,2,34.1,2,2,159348.0,60,1017.0,0.102,1.328,2656.0,0,False,True,True,False,False,False,False,False,False,False,False,0.514,0,592,Very High Risk,Decline
46,4.2,120000.0,8.5,3,56.3,1,1,120344.0,48,4129.0,0.413,1.003,2507.0,1,False,True,True,False,True,False,False,True,False,False,False,0.8268,0,404,Very High Risk,Decline
50,1.9,120000.0,2.6,0,42.2,0,3,101624.0,36,4881.0,0.488,0.847,2823.0,0,True,False,False,True,False,True,True,False,False,False,False,0.5388,0,577,Very High Risk,Decline
27,2.1,120000.0,0.6,3,56.8,0,1,132102.0,24,3190.0,0.319,1.101,5504.0,1,True,False,False,False,True,False,False,False,False,True,False,0.8188,1,409,Very High Risk,Decline
21,1.5,120000.0,11.3,2,70.7,0,0,80301.0,36,1578.0,0.158,0.669,2231.0,0,False,False,False,False,False,True,False,False,False,True,False,0.5967,0,542,Very High Risk,Decline
